Batter,Runs,Innings,BallsFaced,Boundaries,DotBalls,Matches,Average,StrikeRate,RunsPerInnings,RunsPerMatch,BoundaryPercentage,DotBallPercentage,TestScore,Format,ODIScore,T20Score
S Weleilakeba,8,1,3,1,1,1,8.0,266.66666666666663,8.0,8.0,0.3333333333333333,0.3333333333333333,,T20,,189.06666666666663
S Wetoto,137,11,125,22,66,11,12.454545454545455,109.60000000000001,12.454545454545455,12.454545454545455,0.176,0.528,,T20,,80.45636363636363
S Wickramasekara,431,22,340,54,148,22,19.59090909090909,126.76470588235293,19.59090909090909,19.59090909090909,0.1588235294117647,0.43529411764705883,,T20,,94.61256684491977
S Willett,63,5,125,8,90,5,12.6,50.4,12.6,12.6,0.064,0.72,,T20,,39.059999999999995
S Williams,36,8,54,3,29,8,4.5,66.66666666666666,4.5,4.5,0.05555555555555555,0.5370370370370371,,T20,,48.01666666666666
S Yenamandra,22,4,92,2,80,4,5.5,23.91304347826087,5.5,5.5,0.021739130434782608,0.8695652173913043,,T20,,18.389130434782608
S Yeshi,53,17,81,6,56,17,3.1176470588235294,65.4320987654321,3.1176470588235294,3.1176470588235294,0.07407407407407407,0.691358024691358,,T20,,46.73776325344953
S Yildirim,97,4,112,10,56,4,24.25,86.60714285714286,24.25,24.25,0.08928571428571429,0.5,,T20,,67.9
S Yordanova,14,2,28,2,20,2,7.0,50.0,7.0,7.0,0.07142857142857142,0.7142857142857143,,T20,,37.1
S Zafar,1,3,8,0,7,3,0.3333333333333333,12.5,0.3333333333333333,0.3333333333333333,0.0,0.875,,T20,,8.85
S de Livera,229,9,161,33,64,9,25.444444444444443,142.23602484472048,25.444444444444443,25.444444444444443,0.20496894409937888,0.39751552795031053,,T20,,107.19855072463767
S de Mel,29,3,23,4,10,3,9.666666666666666,126.08695652173914,9.666666666666666,9.666666666666666,0.17391304347826086,0.43478260869565216,,T20,,91.1608695652174
S di Bartolomeo,2,1,2,0,1,1,2.0,100.0,2.0,2.0,0.0,0.5,,T20,,70.6
S van Staden,54,6,61,5,29,6,9.0,88.52459016393442,9.0,9.0,0.08196721311475409,0.47540983606557374,,T20,,64.66721311475409
S van Zyl,979,41,817,116,333,41,23.878048780487806,119.82864137086904,23.878048780487806,23.878048780487806,0.1419828641370869,0.40758873929008566,,T20,,91.04346359375465
S von Berg,138,21,129,14,46,21,6.571428571428571,106.9767441860465,6.571428571428571,6.571428571428571,0.10852713178294573,0.35658914728682173,,T20,,76.85514950166112
SA Abbott,935,109,807,92,335,109,8.577981651376147,115.86121437422551,8.577981651376147,8.577981651376147,0.11400247831474597,0.41511771995043373,,T20,,83.6762445573707
SA Ahmad,601,30,586,68,269,30,20.033333333333335,102.55972696245735,20.033333333333335,20.033333333333335,0.11604095563139932,0.4590443686006826,,T20,,77.80180887372015
SA Akenji,12,5,35,1,27,5,2.4,34.285714285714285,2.4,2.4,0.02857142857142857,0.7714285714285715,,T20,,24.719999999999995
SA Asnodkar,592,29,493,90,227,29,20.413793103448278,120.08113590263692,20.413793103448278,20.413793103448278,0.18255578093306288,0.460446247464503,,T20,,90.18093306288031
SA Britton,8,3,12,1,8,3,2.6666666666666665,66.66666666666666,2.6666666666666665,2.6666666666666665,0.08333333333333333,0.6666666666666666,,T20,,47.466666666666654
SA Campbelle,1721,113,1883,168,859,113,15.230088495575222,91.3967073818375,15.230088495575222,15.230088495575222,0.08921933085501858,0.4561869357408391,,T20,,68.54672171595881
SA Dias,5,2,28,0,23,2,2.5,17.857142857142858,2.5,2.5,0.0,0.8214285714285714,,T20,,13.25
SA Edwards,1343,78,1089,138,368,78,17.21794871794872,123.32415059687787,17.21794871794872,17.21794871794872,0.12672176308539945,0.3379247015610652,,T20,,91.49229003319911
SA Engelbrecht,453,21,371,50,133,21,21.571428571428573,122.10242587601078,21.571428571428573,21.571428571428573,0.1347708894878706,0.3584905660377358,,T20,,91.94312668463611
SA Fernando,21,4,30,1,13,4,5.25,70.0,5.25,5.25,0.03333333333333333,0.43333333333333335,,T20,,50.575
SA Fritz,45,9,64,6,42,9,5.0,70.3125,5.0,5.0,0.09375,0.65625,,T20,,50.71875
SA Jacobs,14,6,24,1,14,6,2.3333333333333335,58.333333333333336,2.3333333333333335,2.3333333333333335,0.041666666666666664,0.5833333333333334,,T20,,41.53333333333334
SA Jumbe,470,46,469,57,254,46,10.217391304347826,100.21321961620468,10.217391304347826,10.217391304347826,0.12153518123667377,0.5415778251599147,,T20,,73.21447112264762
SA Lewis,1,1,3,0,2,1,1.0,33.33333333333333,1.0,1.0,0.0,0.6666666666666666,,T20,,23.63333333333333
SA Mohandas,64,12,69,5,33,12,5.333333333333333,92.7536231884058,5.333333333333333,5.333333333333333,0.07246376811594203,0.4782608695652174,,T20,,66.52753623188404
SA Mothoa,23,8,50,3,37,8,2.875,46.0,2.875,2.875,0.06,0.74,,T20,,33.06249999999999
SA Nanayakkara,23,2,34,1,18,2,11.5,67.64705882352942,11.5,11.5,0.029411764705882353,0.5294117647058824,,T20,,50.8029411764706
SA Nono,8,6,42,0,37,6,1.3333333333333333,19.047619047619047,1.3333333333333333,1.3333333333333333,0.0,0.8809523809523809,,T20,,13.733333333333333
SA Northeast,3531,122,2793,422,930,122,28.942622950819672,126.42320085929109,28.942622950819672,28.942622950819672,0.1510920157536699,0.33297529538131043,,T20,,97.17902748674966
SA Okpe,763,61,766,73,359,61,12.508196721311476,99.60835509138381,12.508196721311476,12.508196721311476,0.09530026109660575,0.46866840731070497,,T20,,73.47830758036211
SA Oldershaw,16,9,35,1,23,9,1.7777777777777777,45.714285714285715,1.7777777777777777,1.7777777777777777,0.02857142857142857,0.6571428571428571,,T20,,32.53333333333333
SA Panayan,57,14,117,4,80,14,4.071428571428571,48.717948717948715,4.071428571428571,4.071428571428571,0.03418803418803419,0.6837606837606838,,T20,,35.32399267399266
SA Patterson,4,4,11,0,7,4,1.0,36.36363636363637,1.0,1.0,0.0,0.6363636363636364,,T20,,25.754545454545458
SA Piolet,52,10,46,7,19,10,5.2,113.04347826086956,5.2,5.2,0.15217391304347827,0.41304347826086957,,T20,,80.69043478260869
SA Pradhan,2,1,6,0,4,1,2.0,33.33333333333333,2.0,2.0,0.0,0.6666666666666666,,T20,,23.93333333333333
SA Sathiya,21,2,18,2,7,2,10.5,116.66666666666667,10.5,10.5,0.1111111111111111,0.3888888888888889,,T20,,84.81666666666668
SA Wijeratne,261,13,224,40,103,13,20.076923076923077,116.51785714285714,20.076923076923077,20.076923076923077,0.17857142857142858,0.45982142857142855,,T20,,87.58557692307691
SA Wittmann,1243,80,1388,177,789,80,15.5375,89.55331412103746,15.5375,15.5375,0.12752161383285301,0.5684438040345822,,T20,,67.34856988472622
SA Yadav,8655,296,5756,1251,2003,296,29.239864864864863,150.36483669214732,29.239864864864863,29.239864864864863,0.2173384294649062,0.34798471160528144,,T20,,114.02734514396258
SA Zaib,1983,99,1426,260,505,99,20.03030303030303,139.06030855539973,20.03030303030303,20.03030303030303,0.182328190743338,0.3541374474053296,,T20,,103.35130689787071
SA van Breda,3,1,8,0,5,1,3.0,37.5,3.0,3.0,0.0,0.625,,T20,,27.15
SACA King,357,31,389,41,196,31,11.516129032258064,91.77377892030847,11.516129032258064,11.516129032258064,0.10539845758354756,0.5038560411311054,,T20,,67.69648395389335
SAN Maypriani,14,7,36,0,23,7,2.0,38.88888888888889,2.0,2.0,0.0,0.6388888888888888,,T20,,27.822222222222226
SAR Hashimi,0,1,2,0,2,1,0.0,0.0,0.0,0.0,0.0,1.0,,T20,,0.0
SB Bangar,49,7,58,4,28,7,7.0,84.48275862068965,7.0,7.0,0.06896551724137931,0.4827586206896552,,T20,,61.237931034482756
SB Chamundaiah,0,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,,T20,,0.0
SB Davey,114,10,128,11,57,10,11.4,89.0625,11.4,11.4,0.0859375,0.4453125,,T20,,65.76374999999999
SB Dubey,363,21,257,44,81,21,17.285714285714285,141.24513618677042,17.285714285714285,17.285714285714285,0.17120622568093385,0.3151750972762646,,T20,,104.05730961645358
SB Harper,2004,97,1532,247,582,97,20.65979381443299,130.80939947780678,20.65979381443299,20.65979381443299,0.1612271540469974,0.37989556135770236,,T20,,97.76451777879464
SB Jakati,66,12,78,7,40,12,5.5,84.61538461538461,5.5,5.5,0.08974358974358974,0.5128205128205128,,T20,,60.880769230769225
SB Joshi,6,2,16,0,10,2,3.0,37.5,3.0,3.0,0.0,0.625,,T20,,27.15
SB Keene,214,10,133,35,56,10,21.4,160.90225563909775,21.4,21.4,0.2631578947368421,0.42105263157894735,,T20,,119.05157894736841
SB Martinez,17,3,51,1,40,3,5.666666666666667,33.33333333333333,5.666666666666667,5.666666666666667,0.0196078431372549,0.7843137254901961,,T20,,25.033333333333328
SB Odedra,119,16,182,16,114,16,7.4375,65.38461538461539,7.4375,7.4375,0.08791208791208792,0.6263736263736264,,T20,,48.00048076923077
SB Patel,109,9,112,14,64,9,12.11111111111111,97.32142857142857,12.11111111111111,12.11111111111111,0.125,0.5714285714285714,,T20,,71.75833333333333
SB Styris,1100,57,955,119,367,57,19.29824561403509,115.18324607329843,19.29824561403509,19.29824561403509,0.12460732984293194,0.3842931937172775,,T20,,86.41774593551942
SB Wagh,199,21,247,17,121,21,9.476190476190476,80.5668016194332,9.476190476190476,9.476190476190476,0.06882591093117409,0.4898785425101215,,T20,,59.239618276460384
SB Wood,4,1,8,0,5,1,4.0,50.0,4.0,4.0,0.0,0.625,,T20,,36.2
SC Cook,28,2,33,2,14,2,14.0,84.84848484848484,14.0,14.0,0.06060606060606061,0.42424242424242425,,T20,,63.59393939393939
SC Das,15,2,26,2,18,2,7.5,57.692307692307686,7.5,7.5,0.07692307692307693,0.6923076923076923,,T20,,42.63461538461538
SC Ganguly,1349,56,1326,179,662,56,24.089285714285715,101.73453996983409,24.089285714285715,24.089285714285715,0.13499245852187028,0.49924585218702866,,T20,,78.44096369316956
SC Getkate,829,57,701,101,280,57,14.543859649122806,118.25962910128386,14.543859649122806,14.543859649122806,0.14407988587731813,0.39942938659058486,,T20,,87.14489826563555
SC Kuggeleijn,913,83,629,113,209,83,11.0,145.1510333863275,11.0,11.0,0.17965023847376788,0.3322734499205087,,T20,,104.90572337042924
SC Kumari,0,1,3,0,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,T20,,0.0
SC Meaker,19,6,20,2,8,6,3.1666666666666665,95.0,3.1666666666666665,3.1666666666666665,0.1,0.4,,T20,,67.45
SC Moore,127,6,102,19,37,6,21.166666666666668,124.50980392156863,21.166666666666668,21.166666666666668,0.18627450980392157,0.3627450980392157,,T20,,93.50686274509803
SC Selman,82,24,110,5,54,24,3.4166666666666665,74.54545454545455,3.4166666666666665,3.4166666666666665,0.045454545454545456,0.4909090909090909,,T20,,53.20681818181818
SC Taylor,173,3,125,20,36,3,57.666666666666664,138.39999999999998,57.666666666666664,57.666666666666664,0.16,0.288,,T20,,114.17999999999998
SC Williams,1861,93,1477,228,530,93,20.010752688172044,125.99864590385917,20.010752688172044,20.010752688172044,0.15436696005416384,0.35883547731888965,,T20,,94.20227793915302
SC van Schalkwyk,326,33,313,34,135,33,9.878787878787879,104.15335463258786,9.878787878787879,9.878787878787879,0.10862619808306709,0.43130990415335463,,T20,,75.87098460644786
SCG MacGill,6,1,5,1,2,1,6.0,120.0,6.0,6.0,0.2,0.4,,T20,,85.8
SCJ Broad,143,28,140,13,63,28,5.107142857142857,102.14285714285714,5.107142857142857,5.107142857142857,0.09285714285714286,0.45,,T20,,73.03214285714284
SD Bahadur,45,5,31,8,13,5,9.0,145.16129032258064,9.0,9.0,0.25806451612903225,0.41935483870967744,,T20,,104.31290322580645
SD Chitnis,102,9,96,12,39,9,11.333333333333334,106.25,11.333333333333334,11.333333333333334,0.125,0.40625,,T20,,77.775
SD Diwan Ali,2,2,20,0,18,2,1.0,10.0,1.0,1.0,0.0,0.9,,T20,,7.3
SD Heazlett,990,56,794,121,316,56,17.678571428571427,124.68513853904281,17.678571428571427,17.678571428571427,0.15239294710327456,0.3979848866498741,,T20,,92.58316840590139
SD Hope,5455,202,4288,670,1632,202,27.004950495049506,127.21548507462686,27.004950495049506,27.004950495049506,0.15625,0.3805970149253731,,T20,,97.15232470075365
SD Hussein,29,10,90,1,67,10,2.9,32.22222222222222,2.9,2.9,0.011111111111111112,0.7444444444444445,,T20,,23.425555555555555
SD Lad,779,37,654,95,250,37,21.054054054054053,119.1131498470948,21.054054054054053,21.054054054054053,0.1452599388379205,0.382262996941896,,T20,,89.69542110918258
SD Outerbridge,37,1,36,2,11,1,37.0,102.77777777777777,37.0,37.0,0.05555555555555555,0.3055555555555556,,T20,,83.04444444444442
SD Parris,207,11,204,23,104,11,18.818181818181817,101.47058823529412,18.818181818181817,18.818181818181817,0.11274509803921569,0.5098039215686274,,T20,,76.67486631016041
SD Parry,65,15,62,6,20,15,4.333333333333333,104.83870967741935,4.333333333333333,4.333333333333333,0.0967741935483871,0.3225806451612903,,T20,,74.68709677419353
SD Pradhan,2,2,2,0,1,2,1.0,100.0,1.0,1.0,0.0,0.5,,T20,,70.3
SD Ranawaka,1,3,21,0,20,3,0.3333333333333333,4.761904761904762,0.3333333333333333,0.3333333333333333,0.0,0.9523809523809523,,T20,,3.433333333333333
SD Robson,75,3,64,10,29,3,25.0,117.1875,25.0,25.0,0.15625,0.453125,,T20,,89.53125
SD Valjalo,42,5,56,4,30,5,8.4,75.0,8.4,8.4,0.07142857142857142,0.5357142857142857,,T20,,55.02
SDJJ Dima,12,5,38,0,28,5,2.4,31.57894736842105,2.4,2.4,0.0,0.7368421052631579,,T20,,22.825263157894735
SDNS Karunaratne,5,1,11,0,6,1,5.0,45.45454545454545,5.0,5.0,0.0,0.5454545454545454,,T20,,33.31818181818181
SE Aley,104,25,116,7,46,25,4.16,89.65517241379311,4.16,4.16,0.0603448275862069,0.39655172413793105,,T20,,64.00662068965518
SE Bond,22,9,23,2,8,9,2.4444444444444446,95.65217391304348,2.4444444444444446,2.4444444444444446,0.08695652173913043,0.34782608695652173,,T20,,67.68985507246377
SE Bowden,112,16,154,9,77,16,7.0,72.72727272727273,7.0,7.0,0.05844155844155844,0.5,,T20,,53.009090909090915
SE Findlay,32,2,31,4,14,2,16.0,103.2258064516129,16.0,16.0,0.12903225806451613,0.45161290322580644,,T20,,77.05806451612902
SE Gotch,377,30,383,33,156,30,12.566666666666666,98.43342036553526,12.566666666666666,12.566666666666666,0.08616187989556136,0.4073107049608355,,T20,,72.67339425587467
SE Marsh,5946,177,4723,761,1783,177,33.59322033898305,125.89455854329874,33.59322033898305,33.59322033898305,0.16112640271014186,0.3775142917637095,,T20,,98.20415708200403
SE Rowe,96,10,91,9,35,10,9.6,105.4945054945055,9.6,9.6,0.0989010989010989,0.38461538461538464,,T20,,76.72615384615385
SE Rutherford,4529,226,3328,601,1411,226,20.039823008849556,136.0877403846154,20.039823008849556,20.039823008849556,0.18058894230769232,0.42397836538461536,,T20,,101.27336517188563
SE Thomas,45,5,79,3,47,5,9.0,56.9620253164557,9.0,9.0,0.0379746835443038,0.5949367088607594,,T20,,42.57341772151899
SEA Ruck,7,2,15,0,8,2,3.5,46.666666666666664,3.5,3.5,0.0,0.5333333333333333,,T20,,33.71666666666666
SF Daley,120,16,183,7,98,16,7.5,65.57377049180327,7.5,7.5,0.03825136612021858,0.5355191256830601,,T20,,48.151639344262286
SF Grobler,45,2,44,5,19,2,22.5,102.27272727272727,22.5,22.5,0.11363636363636363,0.4318181818181818,,T20,,78.34090909090908
SF Jerome,85,16,121,7,66,16,5.3125,70.24793388429752,5.3125,5.3125,0.05785123966942149,0.5454545454545454,,T20,,50.76730371900826
SF Khan,184,11,146,18,40,11,16.727272727272727,126.02739726027397,16.727272727272727,16.727272727272727,0.1232876712328767,0.273972602739726,,T20,,93.23735990037359
SF Mire,219,9,179,29,85,9,24.333333333333332,122.3463687150838,24.333333333333332,24.333333333333332,0.16201117318435754,0.4748603351955307,,T20,,92.94245810055865
SF Mofokeng,4,2,8,0,4,2,2.0,50.0,2.0,2.0,0.0,0.5,,T20,,35.6
SF Nhavotso,12,3,27,0,19,3,4.0,44.44444444444444,4.0,4.0,0.0,0.7037037037037037,,T20,,32.31111111111111
SF Sirah,38,9,83,0,49,9,4.222222222222222,45.78313253012048,4.222222222222222,4.222222222222222,0.0,0.5903614457831325,,T20,,33.314859437751004
SF Tiai,282,19,255,38,131,19,14.842105263157896,110.58823529411765,14.842105263157896,14.842105263157896,0.14901960784313725,0.5137254901960784,,T20,,81.86439628482972
SFM Devine,9471,342,7649,1274,3226,342,27.69298245614035,123.82010720355603,27.69298245614035,27.69298245614035,0.1665577199633939,0.4217544777095045,,T20,,94.98196977933132
SFS Cheema,2,4,9,0,7,4,0.5,22.22222222222222,0.5,0.5,0.0,0.7777777777777778,,T20,,15.705555555555554
SG Borthwick,370,37,377,25,133,37,10.0,98.14323607427056,10.0,10.0,0.06631299734748011,0.35278514588859416,,T20,,71.70026525198939
SG Budinger,661,37,467,103,200,37,17.864864864864863,141.54175588865095,17.864864864864863,17.864864864864863,0.22055674518201285,0.4282655246252677,,T20,,104.43868858151512
SG Cornelius,0,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,,T20,,0.0
SG Diaby,9,3,17,0,10,3,3.0,52.94117647058824,3.0,3.0,0.0,0.5882352941176471,,T20,,37.95882352941177
SG Luijke,16,3,25,2,15,3,5.333333333333333,64.0,5.333333333333333,5.333333333333333,0.08,0.6,,T20,,46.4
SG Mangela,361,16,328,36,124,16,22.5625,110.0609756097561,22.5625,22.5625,0.10975609756097561,0.3780487804878049,,T20,,83.81143292682926
SG Rohilla,43,3,42,6,22,3,14.333333333333334,102.38095238095238,14.333333333333334,14.333333333333334,0.14285714285714285,0.5238095238095238,,T20,,75.96666666666665
SG Satghare,23,4,25,2,9,4,5.75,92.0,5.75,5.75,0.08,0.36,,T20,,66.12499999999999
SH Choudhry,5,2,6,0,2,2,2.5,83.33333333333334,2.5,2.5,0.0,0.3333333333333333,,T20,,59.083333333333336
SH Johnson,95,23,84,16,45,23,4.130434782608695,113.09523809523809,4.130434782608695,4.130434782608695,0.19047619047619047,0.5357142857142857,,T20,,80.40579710144927
SH Lawlor,87,6,182,7,129,6,14.5,47.8021978021978,14.5,14.5,0.038461538461538464,0.7087912087912088,,T20,,37.81153846153846
SH Mohamedi,166,23,220,18,132,23,7.217391304347826,75.45454545454545,7.217391304347826,7.217391304347826,0.08181818181818182,0.6,,T20,,54.98339920948616
SH Obed,71,11,72,6,31,11,6.454545454545454,98.61111111111111,6.454545454545454,6.454545454545454,0.08333333333333333,0.4305555555555556,,T20,,70.96414141414141
SH Venugopal,249,13,235,21,85,13,19.153846153846153,105.95744680851065,19.153846153846153,19.153846153846153,0.08936170212765958,0.3617021276595745,,T20,,79.9163666121113
SHA Rance,129,16,118,17,61,16,8.0625,109.32203389830508,8.0625,8.0625,0.1440677966101695,0.5169491525423728,,T20,,78.94417372881355
SHT Kandamby,12,2,18,0,8,2,6.0,66.66666666666666,6.0,6.0,0.0,0.4444444444444444,,T20,,48.466666666666654
SI Galagedara,48,5,88,7,64,5,9.6,54.54545454545454,9.6,9.6,0.07954545454545454,0.7272727272727273,,T20,,41.061818181818175
SI Gray,10,1,5,1,1,1,10.0,200.0,10.0,10.0,0.2,0.2,,T20,,143.0
SI Kamea,6,7,17,0,12,7,0.8571428571428571,35.294117647058826,0.8571428571428571,0.8571428571428571,0.0,0.7058823529411765,,T20,,24.963025210084034
SI Mahmood,1,2,2,0,1,2,0.5,50.0,0.5,0.5,0.0,0.5,,T20,,35.15
SIM King,44,1,26,5,7,1,44.0,169.23076923076923,44.0,44.0,0.19230769230769232,0.2692307692307692,,T20,,131.66153846153844
SIP Fernando,11,9,19,0,8,9,1.2222222222222223,57.89473684210527,1.2222222222222223,1.2222222222222223,0.0,0.42105263157894735,,T20,,40.89298245614035
SIR Dunkley,4022,184,3282,557,1320,184,21.858695652173914,122.54722730042657,21.858695652173914,21.858695652173914,0.16971358927483243,0.40219378427787933,,T20,,92.34066780595077
SJ Baard,675,27,607,75,257,27,25.0,111.20263591433279,25.0,25.0,0.12355848434925865,0.4233937397034596,,T20,,85.34184514003294
SJ Barman,3,1,3,0,0,1,3.0,100.0,3.0,3.0,0.0,0.0,,T20,,70.9
SJ Benn,57,15,77,8,47,15,3.8,74.02597402597402,3.8,3.8,0.1038961038961039,0.6103896103896104,,T20,,52.958181818181814
SJ Bruce,1,2,11,0,10,2,0.5,9.090909090909092,0.5,0.5,0.0,0.9090909090909091,,T20,,6.513636363636365
SJ Bryce,3011,164,2881,351,1251,164,18.359756097560975,104.51232211037834,18.359756097560975,18.359756097560975,0.1218326969802152,0.4342242276987157,,T20,,78.66655230653313
SJ Carnachan,9,4,21,0,13,4,2.25,42.857142857142854,2.25,2.25,0.0,0.6190476190476191,,T20,,30.674999999999997
SJ Cassidy,75,5,60,9,24,5,15.0,125.0,15.0,15.0,0.15,0.4,,T20,,92.0
SJ Cook,65,24,68,5,24,24,2.7083333333333335,95.58823529411765,2.7083333333333335,2.7083333333333335,0.07352941176470588,0.35294117647058826,,T20,,67.72426470588235
SJ Coyte,484,67,424,48,164,67,7.223880597014926,114.15094339622642,7.223880597014926,7.223880597014926,0.11320754716981132,0.3867924528301887,,T20,,82.07282455646296
SJ Croft,3048,132,2453,319,807,132,23.09090909090909,124.25601304525071,23.09090909090909,23.09090909090909,0.13004484304932734,0.32898491642886263,,T20,,93.90648185894821
SJ Elliott,34,5,56,0,26,5,6.8,60.71428571428571,6.8,6.8,0.0,0.4642857142857143,,T20,,44.53999999999999
SJ Erwee,489,29,404,68,183,29,16.862068965517242,121.03960396039604,16.862068965517242,16.862068965517242,0.16831683168316833,0.452970297029703,,T20,,89.78634346193239
SJ French,70,7,95,6,53,7,10.0,73.68421052631578,10.0,10.0,0.06315789473684211,0.5578947368421052,,T20,,54.57894736842104
SJ Harbinson,146,10,117,20,46,10,14.6,124.78632478632478,14.6,14.6,0.17094017094017094,0.39316239316239315,,T20,,91.73042735042733
SJ Hate,2,1,3,0,1,1,2.0,66.66666666666666,2.0,2.0,0.0,0.3333333333333333,,T20,,47.26666666666666
SJ Hughes-Pinan,7,2,12,1,8,2,3.5,58.333333333333336,3.5,3.5,0.08333333333333333,0.6666666666666666,,T20,,41.88333333333333
SJ Johnson,1056,91,948,143,455,91,11.604395604395604,111.39240506329114,11.604395604395604,11.604395604395604,0.15084388185654007,0.479957805907173,,T20,,81.45600222562247
SJ MacBeth,384,25,313,49,126,25,15.36,122.68370607028754,15.36,15.36,0.15654952076677317,0.402555910543131,,T20,,90.48659424920127
SJ Magoffin,9,1,11,0,3,1,9.0,81.81818181818183,9.0,9.0,0.0,0.2727272727272727,,T20,,59.972727272727276
SJ McGlashan,1192,74,1186,121,507,74,16.10810810810811,100.50590219224283,16.10810810810811,16.10810810810811,0.10202360876897133,0.4274873524451939,,T20,,75.1865639670024
SJ Modani,93,4,71,8,16,4,23.25,130.98591549295776,23.25,23.25,0.11267605633802817,0.22535211267605634,,T20,,98.66514084507043
SJ Mullaney,1434,100,1037,190,374,100,14.34,138.28351012536163,14.34,14.34,0.18322082931533268,0.36065573770491804,,T20,,101.10045708775314
SJ Murdoch,196,15,176,25,88,15,13.066666666666666,111.36363636363636,13.066666666666666,13.066666666666666,0.14204545454545456,0.5,,T20,,81.87454545454545
SJ Myburgh,741,37,649,110,323,37,20.027027027027028,114.17565485362096,20.027027027027028,20.027027027027028,0.1694915254237288,0.49768875192604006,,T20,,85.93106650564276
SJ Patel,2,4,13,0,11,4,0.5,15.384615384615385,0.5,0.5,0.0,0.8461538461538461,,T20,,10.919230769230769
SJ Pearce,11,3,14,1,7,3,3.6666666666666665,78.57142857142857,3.6666666666666665,3.6666666666666665,0.07142857142857142,0.5,,T20,,56.099999999999994
SJ Seecharan,1,1,3,0,2,1,1.0,33.33333333333333,1.0,1.0,0.0,0.6666666666666666,,T20,,23.63333333333333
SJ Srivastava,5,4,5,0,1,4,1.25,100.0,1.25,1.25,0.0,0.2,,T20,,70.375
SJ Taylor,2016,83,1795,240,650,83,24.289156626506024,112.31197771587745,24.289156626506024,24.289156626506024,0.13370473537604458,0.362116991643454,,T20,,85.90513138906601
SJ Thakor,208,21,166,25,59,21,9.904761904761905,125.30120481927712,9.904761904761905,9.904761904761905,0.15060240963855423,0.35542168674698793,,T20,,90.68227194492255
SJ Topping,374,12,289,49,110,12,31.166666666666668,129.41176470588235,31.166666666666668,31.166666666666668,0.1695501730103806,0.3806228373702422,,T20,,99.93823529411763
SJ Tsukigawa,6,1,7,1,5,1,6.0,85.71428571428571,6.0,6.0,0.14285714285714285,0.7142857142857143,,T20,,61.79999999999999
SJ Walters,105,7,88,10,27,7,15.0,119.31818181818181,15.0,15.0,0.11363636363636363,0.3068181818181818,,T20,,88.02272727272727
SJC Keen,42,4,43,4,21,4,10.5,97.67441860465115,10.5,10.5,0.09302325581395349,0.4883720930232558,,T20,,71.5220930232558
SJS Smith,8,1,11,1,6,1,8.0,72.72727272727273,8.0,8.0,0.09090909090909091,0.5454545454545454,,T20,,53.30909090909091
SK Atai,64,11,59,6,26,11,5.818181818181818,108.47457627118644,5.818181818181818,5.818181818181818,0.1016949152542373,0.4406779661016949,,T20,,77.67765793528505
SK Awiah,343,25,459,33,262,25,13.72,74.7276688453159,13.72,13.72,0.0718954248366013,0.5708061002178649,,T20,,56.42536819172113
SK Chandhrasekar,57,5,113,3,73,5,11.4,50.442477876106196,11.4,11.4,0.02654867256637168,0.6460176991150443,,T20,,38.72973451327434
SK Chettri,2,1,4,0,2,1,2.0,50.0,2.0,2.0,0.0,0.5,,T20,,35.6
SK Das,20,1,27,3,16,1,20.0,74.07407407407408,20.0,20.0,0.1111111111111111,0.5925925925925926,,T20,,57.85185185185185
SK Dolawatte,18,3,54,0,37,3,6.0,33.33333333333333,6.0,6.0,0.0,0.6851851851851852,,T20,,25.13333333333333
SK Gedara,5,1,5,0,1,1,5.0,100.0,5.0,5.0,0.0,0.2,,T20,,71.5
SK Gharami,3,3,10,0,8,3,1.0,30.0,1.0,1.0,0.0,0.8,,T20,,21.3
SK Ismail,0,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,,T20,,0.0
SK Moloney,564,65,571,55,250,65,8.676923076923076,98.77408056042032,8.676923076923076,8.676923076923076,0.09632224168126094,0.43782837127845886,,T20,,71.74493331537114
SK Naidu,11,1,27,0,17,1,11.0,40.74074074074074,11.0,11.0,0.0,0.6296296296296297,,T20,,31.818518518518516
SK Patel,487,22,468,62,213,22,22.136363636363637,104.05982905982907,22.136363636363637,22.136363636363637,0.13247863247863248,0.4551282051282051,,T20,,79.48278943278943
SK Raina,7715,286,5874,983,2088,286,26.975524475524477,131.34150493701057,26.975524475524477,26.975524475524477,0.16734763363976848,0.355464759959142,,T20,,100.03171079856475
SK Rana,234,23,357,21,215,23,10.173913043478262,65.54621848739495,10.173913043478262,10.173913043478262,0.058823529411764705,0.6022408963585434,,T20,,48.93452685421994
SK Rasheed,155,9,147,19,62,9,17.22222222222222,105.44217687074831,17.22222222222222,17.22222222222222,0.1292517006802721,0.4217687074829932,,T20,,78.97619047619048
SK Ravuri,3,1,8,0,5,1,3.0,37.5,3.0,3.0,0.0,0.625,,T20,,27.15
SK Reddy,60,3,81,4,42,3,20.0,74.07407407407408,20.0,20.0,0.04938271604938271,0.5185185185185185,,T20,,57.85185185185185
SK Shetty,0,1,9,0,9,1,0.0,0.0,0.0,0.0,0.0,1.0,,T20,,0.0
SK Sonpethkar,0,1,7,0,7,1,0.0,0.0,0.0,0.0,0.0,1.0,,T20,,0.0
